date,text,place
Fri Jul 22 20:59:05 +0000 2016,Pokemon Go with #Pikachu #baseball triblend t-shirt for men https://t.co/7xLKdXElAw #pokemongo #fashion,NA
Fri Jul 22 20:59:06 +0000 2016,Rocking that Pokemon GO tanline via /r/pokemongo @SuperGalaxyStar https://t.co/Al06jHTDjw,NA
Fri Jul 22 20:59:06 +0000 2016,"RT @prozdkp: ""stop playing pokemon go and appreciate the real world!""
the real world is dogshit right now, let me fail to catch a fake rat?",NA
Fri Jul 22 20:59:06 +0000 2016,"RT @NIGNORAMUS: WOW, A COP NOT ABUSING HIS AUTHORITY! HOLY FUCKIN SHIT! GRAB THE KIDS MARTHA! ITS SAFE TO BE BLACK AGAIN!  https://t.co/Wqg?",NA
Fri Jul 22 20:59:07 +0000 2016,RT @PokemonIife: Desiigner playing Pokemon Go https://t.co/MFE9VuNmOz,NA
Fri Jul 22 20:59:08 +0000 2016,Watch out for tsunamis: Japan?s 9 safety tips for Pokemon Go - https://t.co/hlGRDHeuYY,NA
Fri Jul 22 20:59:08 +0000 2016,RT @ShwayAnime: When youve been tracking a pokemon on GO for 20 minutes and it just disappears https://t.co/yMjktB8lha,NA
Fri Jul 22 20:59:08 +0000 2016,"RT @prozdkp: ""stop playing pokemon go and appreciate the real world!""
the real world is dogshit right now, let me fail to catch a fake rat?",NA
Fri Jul 22 20:59:09 +0000 2016,RT @PokemonIife: Desiigner playing Pokemon Go https://t.co/MFE9VuNmOz,NA
Fri Jul 22 20:58:55 +0000 2016,pokemon go &amp; chill?,NA
Fri Jul 22 20:59:09 +0000 2016,"RT @differentoceans: I translated this cute message left for Pokemon Go players at Miyazaki Shrine in Hiroshima, Japan! https://t.co/mX5cCs?",NA
Fri Jul 22 20:59:09 +0000 2016,RT @ShwayAnime: When youve been tracking a pokemon on GO for 20 minutes and it just disappears https://t.co/yMjktB8lha,NA
Fri Jul 22 20:59:10 +0000 2016,"@KrystalHanks you zippy zip low low, you dippy dip ho ho, you marry go go, you never no No, Even then you so so, cry cry go go pokemon grow",NA
Fri Jul 22 20:59:10 +0000 2016,Watch out for tsunamis: Japan?s 9 safety tips for Pokemon Go - https://t.co/bzL7uMaf4n,NA
Fri Jul 22 20:59:10 +0000 2016,"I swear while I was out the other day ""hunting"" in a predominately white neighborhood, I had these same thoughts.  https://t.co/xpur8OI5wB",NA
Fri Jul 22 20:59:11 +0000 2016,Pokemon Go breaks Apple download records https://t.co/4SMGYg3TJf,NA
Fri Jul 22 20:59:12 +0000 2016,I liked a @YouTube video from @michaelmac0 https://t.co/rYtgasQMuW Pokemon Go - Battle! Gym Leader (Guitar Remix) @Junichi_Masuda,NA
Fri Jul 22 20:59:12 +0000 2016,"Actually, this is a legit concern. https://t.co/BS5DVes1Hm",NA
Fri Jul 22 20:59:12 +0000 2016,"I added a video to a @YouTube playlist https://t.co/8JBMEnBSee ""Pokemon Go"" FIND ALL POKEMON HACK UPDATED 2016 No Root No Jailbreak",NA
Fri Jul 22 20:59:12 +0000 2016,RT @ShwayAnime: When youve been tracking a pokemon on GO for 20 minutes and it just disappears https://t.co/yMjktB8lha,NA
Fri Jul 22 20:59:13 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:13 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:13 +0000 2016,RT @verface: according to Pokemon GO my workplace storage is teeming with Clefairy https://t.co/oHROQmCcpN,NA
Fri Jul 22 20:59:13 +0000 2016,When @thelonelyisland is playing Pokemon Go a block away from your work office-- but you're home sick today. ??,NA
Fri Jul 22 20:59:13 +0000 2016,RT @JeremyMcLellan: BREAKING: Hillary Clinton has selected Pokemon Go as her VP,NA
Fri Jul 22 20:59:14 +0000 2016,USNewsEducation: Pokemon Go is getting teens outside and parents love it. https://t.co/EQMn1zX0UL,NA
Fri Jul 22 20:59:14 +0000 2016,RT @ajplus: Children in Syria are seen holding Pokemon in a new campaign that tells the world to go and find them. https://t.co/8oQS596jAk,NA
Fri Jul 22 20:59:14 +0000 2016,Pokemon Go Downloads Break Records https://t.co/3Gi9955pmO,NA
Fri Jul 22 20:59:15 +0000 2016,Pokemon Go breaks Apple download records https://t.co/4AqfuO13KC #awesome,NA
Fri Jul 22 20:59:16 +0000 2016,I liked a @YouTube video https://t.co/l2wtb2bNLj THEY GOT ME OUT HERE SWEATIN!! [POKEMON GO],NA
Fri Jul 22 20:59:16 +0000 2016,Pokemon Go breaks Apple download records https://t.co/x5BH9MwATf,NA
Fri Jul 22 20:59:16 +0000 2016,I liked a @YouTube video https://t.co/rtiJp04Soa WILL POKEMON GO AWAY? - Dude Soup Podcast #79,NA
Fri Jul 22 20:59:16 +0000 2016,"As if my cousins making me go Pokemon hunting after I've spent a whole 6 hours trekking around Roseberry Topping, RIP legs",NA
Fri Jul 22 20:59:16 +0000 2016,I liked a @YouTube video from @bottlerocketgm https://t.co/uykoMyTdxz BRG Podcast July 18th 2016 Pokemon GO,NA
Fri Jul 22 20:59:16 +0000 2016,Regis students help explain the Pokemon Go craze in this student-written article: https://t.co/rFc3GwjrWI #PokemonGo,NA
Fri Jul 22 20:59:16 +0000 2016,RT @AshBenzo: 10 Pokemon Go hacks you need to dominate... https://t.co/sYdsEHZTdU https://t.co/gsXTqpKELL,NA
Fri Jul 22 20:59:16 +0000 2016,RT @CatchEmAlI: Desiigner playing Pokemon Go https://t.co/RgxEZxEUHv,NA
Fri Jul 22 20:59:17 +0000 2016,I liked a @YouTube video from @joblessgarrett https://t.co/NTXvnmEEd9 HOW TO GET SNORLAX AND LAPRAS! Pokemon GO Egg Hatching Guide,NA
Fri Jul 22 20:59:17 +0000 2016,RT @pseudonymjones: a quick comic about how bad Pokemon Go is https://t.co/QMbj82EIVv,NA
Fri Jul 22 20:59:18 +0000 2016,RT @PostLikeGirls: When your Pokemon Go vibrates but it's just another Rattata https://t.co/AIxbIO6qKB,NA
Fri Jul 22 20:59:18 +0000 2016,"RT @lindiwemm: #FridayFrivolity - Pokemon Go!  Funny Memes, My Own Real-Life Crazy Stories, and More! https://t.co/O0cIsNgS5s via @REALsara?",NA
Fri Jul 22 20:59:18 +0000 2016,RT @CatchThemAlI: this boy is making badges that light up so kids can be safer playing pokemon go at night...cutest thing ever ???? https://t?,NA
Fri Jul 22 20:59:18 +0000 2016,Pokemon Go XP Per Level Chart: How Much You Need to Level Up: Looking to advance to the next level in Pokemon... https://t.co/L8RQFPbNaN,NA
Fri Jul 22 20:59:19 +0000 2016,"*entra a YouTube*
*le salen 19318282 gameplays de Pokemon go* 
??",NA
Fri Jul 22 20:59:19 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:19 +0000 2016,RT @flobrink: People Are Deleting POKEMON GO ASAP After Finding Out This Troubling Fact! https://t.co/gX6JLFmtJy,NA
Fri Jul 22 20:59:19 +0000 2016,I legit just threw Pokemon Go into my final paper,NA
Fri Jul 22 20:59:20 +0000 2016,RT @flobrink: People Are Deleting POKEMON GO ASAP After Finding Out This Troubling Fact! https://t.co/gX6JLFmtJy,NA
Fri Jul 22 20:59:20 +0000 2016,"RT @TOADMANE: Pokemon Go ain't even all that, the actual Pokemon games is where it's at",NA
Fri Jul 22 20:59:21 +0000 2016,RT @ShwayAnime: When youve been tracking a pokemon on GO for 20 minutes and it just disappears https://t.co/yMjktB8lha,NA
Fri Jul 22 20:59:21 +0000 2016,"@HayesBrown @UN I wasn't really wondering, but now that you ask, is there a gym in the actual U.N. as opposed to the one in Pokemon Go?.",NA
Fri Jul 22 20:59:21 +0000 2016,RT @Elektriq_3G: IM SO WEAK OMFG?????? https://t.co/FY7gGdWTnw,NA
Fri Jul 22 20:59:21 +0000 2016,"RT @juancpedreira: Pokemon GO has most 1st-week downloads in iTunes App store history, Apple says - CNET",NA
Fri Jul 22 20:59:22 +0000 2016,Watch out for tsunamis: Japan?s 9 safety tips for Pokemon Go - https://t.co/k4cRe9JfNy,NA
Fri Jul 22 20:59:22 +0000 2016,RT @girlhefunny: When desiigner play Pokemon go ???????? https://t.co/REbizN5JNR,NA
Fri Jul 22 20:59:23 +0000 2016,@ZekkieYT i wish i could play pokemon go ;x;,NA
Fri Jul 22 20:59:23 +0000 2016,Went on a Pokemon Go walk. So cooling off before a shower.,NA
Fri Jul 22 20:59:23 +0000 2016,RT @DavidCampbell73: Heart breaking- Syrian children hold Pokemon pictures in the hope people will find them and save them https://t.co/KnU?,NA
Fri Jul 22 20:59:24 +0000 2016,"RT @TheDeeKosh: NEW VIDEO is up! @FifthHarmony talks boys, Pokemon Go and play a ""kpop"" game *winks* --&gt; https://t.co/A8t9lZKydF https://t.?",NA
Fri Jul 22 20:59:24 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:24 +0000 2016,RT @no_pal_al: really wanna go outside and hatch my pokemon go eggs but its fucking hot outside,NA
Fri Jul 22 20:59:24 +0000 2016,"I liked a @YouTube video from @thesmithplays https://t.co/BeoxG9QaF3 POKEMON GO - 15,000 XP IN FIVE MINUTES",NA
Fri Jul 22 20:59:25 +0000 2016,"Unsurprisingly, 'Pokemon GO' Breaks App Store Record for Most Downloads During First Week of ... https://t.co/KadPxPrnc6 #apple  #ipod",NA
Fri Jul 22 20:59:25 +0000 2016,@__rheaxxchu probably bc im sitting here fueling the gazette x pokemon go fire with team discourse,NA
Fri Jul 22 20:59:25 +0000 2016,RT @flobrink: People Are Deleting POKEMON GO ASAP After Finding Out This Troubling Fact! https://t.co/gX6JLFmtJy,NA
Fri Jul 22 20:59:25 +0000 2016,"RT @differentoceans: I translated this cute message left for Pokemon Go players at Miyazaki Shrine in Hiroshima, Japan! https://t.co/mX5cCs?",NA
Fri Jul 22 20:59:25 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:26 +0000 2016,"@Estirdalin ..in the game, yeah, there's no reason to not just try it out unless you're too busy playing pokemon go to bother I guess",NA
Fri Jul 22 20:59:26 +0000 2016,2 Men Walked Right Off A Cliff While Playing Pokemon Go In California https://t.co/KOPC7l5gCk,NA
Fri Jul 22 20:59:27 +0000 2016,"Laura Probert, MPT:  11 Reasons to Love Pokemon Go, Even Though it Might Kill You: There's a long journey ahead.
I'm alone on my path...",NA
Fri Jul 22 20:59:27 +0000 2016,ICYMI I posted an article on #MooshWorld about #PokemonGO. Is Pokemon Go a blessing or a curse? https://t.co/i27GVpAVcc,NA
Fri Jul 22 20:59:27 +0000 2016,RT @OMGitsAliA: My first Pokemon GO Iceland vlog is coming out tonight - It's over 20 minutes long! Hope you like it! ????,NA
Fri Jul 22 20:59:27 +0000 2016,"RT @Moneyhighbs: It's Either You Love Pokemon Go 

Or Niggas Is Like Y'all Stupid As Hell Grown Ass Playing Pokemon.",NA
Fri Jul 22 20:59:29 +0000 2016,I hate to say it but my little brother got me hooked on playing Pokemon go ??,NA
Fri Jul 22 20:59:28 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:29 +0000 2016,guys I've done it I've succumbed to the pressure and downloaded Pokemon Go,NA
Fri Jul 22 20:59:29 +0000 2016,RT @CyberHitchhiker: Apple: Pokemon Go Sets Record For Most Downloads In Its First Week https://t.co/HBwkEMyhVe #CyberNews,NA
Fri Jul 22 20:59:30 +0000 2016,"RT @CatchEmAlI: *in 2026*

Kid: how did you and dad meet?

Mom: I was playing Pokemon Go",NA
Fri Jul 22 20:59:30 +0000 2016,RT @ThirtySecFights: NO HE FUCKING DIDN'T BRING OUT THE POKEMON GO LMFAO ?? https://t.co/XB6FaFDyqZ,NA
Fri Jul 22 20:59:31 +0000 2016,RT @dopeislandvines: My attempt to hatch my Pokemon Go eggs until I used the PokeHelper link in my bio! Works wonders!! https://t.co/0UCWEt?,NA
Fri Jul 22 20:59:31 +0000 2016,RT @Drift0r: Exclusive footage of the Pokemon GO network engineers trying to balance the load of 120M new Japanese players! https://t.co/t6?,NA
Fri Jul 22 20:59:31 +0000 2016,@MfloydMax @NikilisRBX here not even able to get Pokemon go because my phone is out of date ;-;,NA
Fri Jul 22 20:59:32 +0000 2016,RT @VRToronto: Syrian children hold Pokemon pictures in the hope people will find them and save them https://t.co/IicPAIMn4Q,NA
Fri Jul 22 20:59:32 +0000 2016,Pokemon Go fuck yourself.,NA
Fri Jul 22 20:59:32 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:32 +0000 2016,RT @DaiIyRaps: Desiigner playing Pokemon Go ?????? https://t.co/dRambHXwof,NA
Fri Jul 22 20:59:32 +0000 2016,RT @NinWire: Pok?mon GO has been downloaded more in its first week than any other iTunes app in history: https://t.co/ngl7U7suVy https://t.?,NA
Fri Jul 22 20:59:32 +0000 2016,RT @DaiIyRaps: Desiigner playing Pokemon Go ?????? https://t.co/dRambHXwof,NA
Fri Jul 22 20:59:32 +0000 2016,At work playing Pokemon go gotta catch em all,NA
Fri Jul 22 20:59:33 +0000 2016,Pokemon Go is so overrated,NA
Fri Jul 22 20:59:33 +0000 2016,"RT @FatalInDarkness: RT @RudeComedian: 1998: stop playing Pokemon and go outside 
2016: Stop playing Pokemon and come inside",NA
Fri Jul 22 20:59:33 +0000 2016,RT @CatchEmAlI: Desiigner playing Pokemon Go https://t.co/RgxEZxEUHv,NA
Fri Jul 22 20:59:33 +0000 2016,More like Pokemon go fuck yourself,NA
Fri Jul 22 20:59:33 +0000 2016,"RT @DiscoverMag: While you?re out playing Pokemon Go, why not conduct some Citizen Science at the same time? https://t.co/tMDHphHn46 https:?",NA
Fri Jul 22 20:59:34 +0000 2016,RT @OMGitsAliA: 5 MINS UNTIL A NEW POKEMON GO EPISODE - Our first day in Iceland! ????????,NA
Fri Jul 22 20:59:34 +0000 2016,RT @ShwayAnime: When youve been tracking a pokemon on GO for 20 minutes and it just disappears https://t.co/yMjktB8lha,NA
Fri Jul 22 20:59:34 +0000 2016,RT @IMDb: Pokemon live-action movie a go at #Legendary https://t.co/U8eqfHPaSk https://t.co/xIoSCgM7WD,NA
Fri Jul 22 20:59:34 +0000 2016,"RT @fox32news: OUCH: @Pokemon Go player tased, arrested for refusing to leave park https://t.co/dB5B8x8nll https://t.co/pWCEVAhNCS",NA
Fri Jul 22 20:59:34 +0000 2016,RT @flobrink: People Are Deleting POKEMON GO ASAP After Finding Out This Troubling Fact! https://t.co/gX6JLFmtJy,NA
Fri Jul 22 20:59:34 +0000 2016,This summer we go DP and deal with thousands of immature boys playing fucking Pokemon screaming at each other.,NA
Fri Jul 22 20:59:34 +0000 2016,"RT @ajplus: This man explains why he feels Pokemon Go is a ?death sentence? if you're black. Featuring @OmariAkil.
https://t.co/FXbOm6FC30",NA
Fri Jul 22 20:59:34 +0000 2016,So me and my fianc? started playing Pokemon Go so we have a reason to leave the house. and it works . Go Team Valor!,NA
Fri Jul 22 20:59:34 +0000 2016,Pokemon Go Creates Tourism Frenzy in South Korea as Questions Linger Over Launch https://t.co/molEdDoGmW,NA
Fri Jul 22 20:59:35 +0000 2016,"RT @AnEsonGib: I owe so much to this game, my legit Pokemon go weight loss! :) https://t.co/9f9wyPo3Ly",NA
Fri Jul 22 20:59:35 +0000 2016,"RT @differentoceans: I translated this cute message left for Pokemon Go players at Miyazaki Shrine in Hiroshima, Japan! https://t.co/mX5cCs?",NA
Fri Jul 22 20:59:35 +0000 2016,Very frustrating not being able to log into Pokemon go with my Trainer Club account but others can use a google account and get right in.,NA
Fri Jul 22 20:59:36 +0000 2016,if u hate pokemon go u r really just an unfun human,NA
Fri Jul 22 20:59:36 +0000 2016,RT @DaiIyRaps: Desiigner playing Pokemon Go ?????? https://t.co/dRambHXwof,NA
Fri Jul 22 20:59:36 +0000 2016,"RT @GAVlNREACTS: ""Are you trying to take a picture""
""No, I'm playing Pokemon go"" https://t.co/Ib8IZ6ZO8E",NA
Fri Jul 22 20:59:36 +0000 2016,RT @bvorwerk: friends don't let friends pokemon go and drive,NA
Fri Jul 22 20:59:36 +0000 2016,RT @Downey_FR: If Robert Downey Tiger was on Pokemon Go ?? @RobertDowneyJr https://t.co/Lgh3YQ6EXh,NA
Fri Jul 22 20:59:36 +0000 2016,someone go Pokemon hunting w/ me,NA
Fri Jul 22 20:59:37 +0000 2016,"RT @technews_google: Back home in Japan, Pokemon Go finds success is unreal - USA TODAY https://t.co/NaTlKI5LZB #Technology",NA
Fri Jul 22 20:59:37 +0000 2016,RT @allkpop: Jung Joon Young vows to never go to Sokcho to play 'Pokemon GO' again https://t.co/nH9QF0oHcX https://t.co/zS1eOpnWfS,NA
Fri Jul 22 20:59:37 +0000 2016,Slater: 1 Stone: 0 https://t.co/Z1vCFUeIMi,NA
Fri Jul 22 20:59:37 +0000 2016,"RT @ReclusiveFox: Let's Walk #4 - Pokemon GO - Gym, Pint &amp; Egg Hatch! #Malvern https://t.co/KLcHyKWJrP Featuring me, Booker &amp; @WeAreGamerBo?",NA
Fri Jul 22 20:59:38 +0000 2016,Fucking shattered my phone trying to open up Pokemon go if that isn't dedication idfk what is,NA
Fri Jul 22 20:59:39 +0000 2016,RT @CatchEmAlI: Desiigner playing Pokemon Go https://t.co/RgxEZxEUHv,NA
Fri Jul 22 20:59:39 +0000 2016,@logan2_smith  bad luck your asking for break a leg will bring you good luck and looks like your tablet has pokemon go on it and nice pic.,NA
Fri Jul 22 20:59:39 +0000 2016,RT @The_Digital_Age: Pokemon Go?! Shark Attack?! New Rockumentary is here!! https://t.co/CGQ3ZRtNeJ,NA
Fri Jul 22 20:59:40 +0000 2016,"RT @AnEsonGib: I owe so much to this game, my legit Pokemon go weight loss! :) https://t.co/9f9wyPo3Ly",NA
Fri Jul 22 20:59:40 +0000 2016,RT @AshBenzo: 10 Pokemon Go hacks you need to dominate... https://t.co/sYdsEHZTdU https://t.co/gsXTqpKELL,NA
Fri Jul 22 20:59:41 +0000 2016,RT @ShwayAnime: When youve been tracking a pokemon on GO for 20 minutes and it just disappears https://t.co/yMjktB8lha,NA
Fri Jul 22 20:59:41 +0000 2016,RT @GamepIay: Meanwhile at the Pokemon Go headquarters... https://t.co/h1hou8eVo7,NA
